jhostname,ip,mac,sistema_operativo,ram_gb,departamento,rol
SRV-QSW-0744,10.122.232.209,4E:6D:DC:5C:CF:ED,Ubuntu 20.04 LTS,8,Logística,DNS
SRV-NYY-0745,192.168.252.193,84:D3:C8:77:0E:45,Red Hat 8,32,IT,Mail Server
SRV-XLE-0746,192.168.233.15,E8:4C:2E:C7:5D:52,Windows Server 2019,8,IT,File Server
SRV-OWF-0747,192.168.172.47,F6:24:D9:22:EC:E4,Debian 11,2,RRHH,Web Server
SRV-ITU-0748,192.168.207.172,3A:BA:63:CE:2A:83,CentOS 7,64,Marketing,File Server
SRV-AYX-0749,172.27.102.71,F0:BC:22:37:5F:FE,Windows Server 2022,8,RRHH,File Server
SRV-ZIR-0750,172.16.150.40,06:6F:93:CF:E4:BD,Red Hat 8,2,Marketing,Mail Server
SRV-OTC-0751,192.168.204.226,A6:D6:D6:B8:81:AF,Ubuntu 22.04 LTS,8,IT,DB Server
SRV-NXG-0752,172.25.34.70,92:12:49:F6:4E:B1,Red Hat 8,4,IT,File Server
SRV-CHB-0753,172.24.180.69,84:BC:EE:ED:31:4E,Red Hat 8,4,IT,Backup
SRV-NXB-0754,172.29.70.158,48:4D:68:53:AC:83,Ubuntu 20.04 LTS,16,Dirección,Web Server
SRV-KOL-0755,10.206.57.125,B8:D1:79:8E:60:B3,Ubuntu 20.04 LTS,8,Logística,File Server
SRV-GKI-0756,10.204.75.43,EA:FE:00:C6:CC:E4,Debian 11,2,Marketing,File Server
SRV-DJX-0757,10.168.18.134,BE:62:0C:C2:B6:B5,Ubuntu 22.04 LTS,64,RRHH,Proxy
SRV-OYM-0758,10.184.100.235,E6:F3:0B:55:4E:16,Windows Server 2019,64,Finanzas,Backup
SRV-APH-0759,10.36.78.251,86:2D:0F:3B:96:41,Red Hat 8,32,Operaciones,Mail Server
SRV-SMX-0760,172.31.202.190,8C:20:BD:9D:AD:67,CentOS 7,4,Finanzas,Mail Server
SRV-AIO-0761,192.168.64.210,00:3C:58:9D:E5:53,Windows Server 2022,64,Logística,Backup
SRV-BZN-0762,172.20.192.123,A8:B3:07:3A:3C:2F,Windows Server 2019,64,Logística,DNS
SRV-VJS-0763,172.29.41.7,D2:9C:2A:14:F2:16,Windows Server 2022,64,IT,Web Server
SRV-UZG-0764,192.168.85.21,04:0A:CA:AE:4D:6A,Debian 11,2,Dirección,Proxy
SRV-EFT-0765,10.6.61.60,78:D2:B9:7C:00:C0,Red Hat 8,32,RRHH,Mail Server
SRV-KPC-0766,192.168.223.26,9C:00:FA:88:21:66,Windows Server 2022,8,Logística,Proxy
SRV-YAX-0767,192.168.163.109,48:90:9B:F7:C2:60,Debian 11,16,Operaciones,DB Server
SRV-BIA-0768,10.64.40.83,EA:61:FB:15:86:CE,Red Hat 8,2,Logística,File Server
SRV-RAU-0769,10.183.244.114,0C:DE:A6:28:A8:7B,Windows Server 2022,2,Marketing,Web Server
SRV-VUT-0770,172.24.132.240,B8:94:50:E9:A9:04,Debian 11,32,Logística,Web Server
SRV-XLV-0771,10.128.238.142,64:A8:E9:57:48:B1,Ubuntu 20.04 LTS,32,Dirección,DB Server
SRV-JDJ-0772,192.168.228.182,08:7F:35:46:1A:81,Ubuntu 20.04 LTS,16,Dirección,DB Server
SRV-XEQ-0773,172.22.14.211,2E:66:25:9B:4D:AA,Windows Server 2019,8,Dirección,Proxy
SRV-PDA-0774,192.168.64.155,06:0D:06:50:5F:F8,CentOS 7,8,Operaciones,DNS
SRV-DHR-0775,172.28.174.95,18:37:6A:3F:AC:4F,Debian 11,32,RRHH,Web Server
SRV-JLB-0776,10.128.175.53,8C:C4:ED:F9:4A:77,Ubuntu 20.04 LTS,4,Dirección,Web Server
SRV-ZHN-0777,172.30.251.36,3E:1E:1D:1C:E3:E0,Red Hat 8,32,Finanzas,Web Server
SRV-UJZ-0778,192.168.19.101,B2:04:6C:B3:6B:FD,Ubuntu 22.04 LTS,32,IT,File Server
SRV-DCN-0779,10.179.33.186,E8:8A:7F:1B:DB:78,Debian 11,8,Operaciones,Proxy
SRV-WZV-0780,10.23.229.128,00:35:2C:22:CE:2F,Windows Server 2022,4,Operaciones,Mail Server
SRV-QWJ-0781,10.201.230.209,14:3D:A4:53:E4:FC,Windows Server 2019,2,Logística,File Server
SRV-PPV-0782,10.234.218.56,76:4E:49:6D:10:38,Windows Server 2019,16,Finanzas,Backup
SRV-CNY-0783,192.168.27.195,DC:D0:B9:DB:F3:84,Debian 11,2,Dirección,Web Server
SRV-TWG-0784,10.155.33.66,E2:49:EF:54:B1:FC,Debian 11,8,Finanzas,DB Server
SRV-PJZ-0785,10.21.235.71,BC:30:6D:2F:43:40,Ubuntu 22.04 LTS,8,Dirección,Mail Server
SRV-RRC-0786,10.147.141.137,E6:80:F1:D5:72:44,Ubuntu 22.04 LTS,8,Dirección,Web Server
SRV-SBQ-0787,192.168.45.184,38:EC:EB:41:C0:EB,Windows Server 2022,32,Dirección,File Server
SRV-FZS-0788,10.171.251.231,C4:9E:C4:45:61:26,Ubuntu 20.04 LTS,64,RRHH,DNS
SRV-UTP-0789,172.29.47.123,54:5E:21:24:FB:C3,Windows Server 2022,32,Finanzas,Backup
SRV-EAZ-0790,172.21.115.159,A8:0E:CF:65:1B:F7,Ubuntu 20.04 LTS,4,IT,Mail Server
SRV-ZDM-0791,192.168.42.185,22:8C:F2:0B:7A:C4,Ubuntu 22.04 LTS,4,RRHH,DB Server
SRV-PED-0792,10.75.69.210,60:6C:F8:B8:74:91,Red Hat 8,64,Finanzas,DB Server
SRV-FKJ-0793,10.241.24.120,F4:E0:CF:43:60:B6,Ubuntu 22.04 LTS,16,Marketing,DB Server
SRV-ODR-0794,10.56.152.111,8C:FF:86:E1:AE:92,Debian 11,8,IT,DB Server
SRV-WZS-0795,172.19.236.194,20:1D:0F:8D:37:01,Windows Server 2019,2,RRHH,DNS
SRV-IXY-0796,192.168.126.220,A2:ED:92:FE:5B:44,Windows Server 2019,16,RRHH,Mail Server
SRV-IOW-0797,10.201.75.58,70:38:52:D4:4A:71,Ubuntu 20.04 LTS,4,Operaciones,DNS
SRV-PQZ-0798,192.168.132.197,A8:FF:1C:F0:EE:3C,Windows Server 2019,4,Dirección,DNS
SRV-HFN-0799,10.158.188.196,D4:A1:49:D0:AF:CD,Red Hat 8,2,Dirección,Backup
SRV-EMK-0800,172.25.136.14,76:EE:F5:A5:B2:17,Windows Server 2022,64,IT,File Server
SRV-CWW-0801,10.218.170.233,52:67:2B:4A:AD:41,Red Hat 8,2,IT,Mail Server
SRV-ETX-0802,172.19.192.8,E0:FF:F7:D5:96:98,CentOS 7,2,Marketing,Web Server
SRV-WSO-0803,192.168.148.242,1C:D7:E1:CE:63:09,Windows Server 2022,16,Marketing,DNS
SRV-WBG-0804,10.212.108.53,3C:97:32:59:9E:3F,Windows Server 2019,64,Dirección,Web Server
SRV-GUY-0805,192.168.122.248,C6:08:3C:C6:56:BB,Ubuntu 22.04 LTS,16,RRHH,Proxy
SRV-SBM-0806,192.168.210.184,A8:70:66:3F:88:FC,CentOS 7,16,Marketing,Mail Server
SRV-ASZ-0807,192.168.125.232,00:55:93:00:E6:76,Red Hat 8,16,Logística,DNS
SRV-PMD-0808,10.164.210.143,C0:00:E4:02:BF:DE,CentOS 7,16,Operaciones,Mail Server
SRV-PPN-0809,192.168.85.229,44:4B:A2:20:46:14,Windows Server 2022,16,Dirección,Mail Server
SRV-EHB-0810,10.110.224.40,EE:63:46:70:BB:0A,Windows Server 2019,16,Finanzas,File Server
SRV-OYR-0811,192.168.88.2,8A:FF:A9:0E:DA:30,Ubuntu 20.04 LTS,2,Operaciones,Mail Server
SRV-KDF-0812,172.16.253.23,C4:E6:2A:D4:82:37,Ubuntu 20.04 LTS,4,Marketing,DB Server
SRV-RZT-0813,172.20.235.109,28:00:38:1E:78:05,Windows Server 2019,32,Logística,File Server
SRV-MRV-0814,192.168.242.149,5C:71:FE:6D:82:0C,Windows Server 2022,2,RRHH,File Server
SRV-IUT-0815,192.168.255.184,3C:28:E5:E6:E4:F1,Red Hat 8,64,Finanzas,Web Server
SRV-YRR-0816,172.25.117.191,B4:AF:4C:14:09:B1,Ubuntu 20.04 LTS,8,Finanzas,DB Server
SRV-GOK-0817,172.19.30.54,0E:72:AF:BF:95:77,Ubuntu 20.04 LTS,8,Marketing,File Server
SRV-OMF-0818,192.168.240.111,D4:49:AD:63:12:47,CentOS 7,4,IT,File Server
SRV-NZU-0819,10.70.196.248,C4:7E:CB:6B:1A:3D,Windows Server 2022,64,Operaciones,DNS
SRV-BRY-0820,10.68.234.246,9E:A2:0B:CD:D9:F5,Ubuntu 22.04 LTS,2,Dirección,Backup
SRV-CDX-0821,10.216.33.129,C6:2E:7C:8A:C3:3B,CentOS 7,64,Finanzas,Backup
SRV-JCX-0822,10.68.47.57,C0:E2:DD:56:2E:D7,Red Hat 8,2,Finanzas,Proxy
SRV-VVQ-0823,10.74.35.196,E4:5D:3C:CE:A1:D8,Ubuntu 20.04 LTS,8,Finanzas,Backup
SRV-MEF-0824,172.23.211.243,10:DE:85:62:89:FD,Red Hat 8,8,Finanzas,File Server
SRV-VDF-0825,172.20.215.169,C4:1E:64:EB:DB:F1,CentOS 7,16,Marketing,DNS
SRV-UVE-0826,172.26.210.195,E6:05:0A:D1:C5:55,CentOS 7,8,IT,Proxy
SRV-UCL-0827,172.29.43.174,C0:C5:3B:26:89:B2,Windows Server 2022,8,RRHH,DNS
SRV-DMM-0828,172.21.35.184,AC:04:BD:9A:83:DD,Ubuntu 20.04 LTS,4,Dirección,Mail Server
SRV-HPO-0829,172.18.233.81,18:B6:E8:8F:5D:32,Debian 11,32,Marketing,DB Server
SRV-MMG-0830,172.22.22.26,A6:E9:F8:64:15:FA,Red Hat 8,2,Operaciones,File Server
SRV-PGL-0831,172.16.231.28,C4:9C:53:CB:01:F7,Windows Server 2022,16,Finanzas,DB Server
SRV-TBB-0832,192.168.155.169,FA:72:38:4A:61:91,Ubuntu 22.04 LTS,8,Marketing,Web Server
SRV-GNH-0833,192.168.32.143,32:C5:79:97:6E:77,Windows Server 2022,4,Marketing,Backup
SRV-VEJ-0834,172.25.79.112,0A:2F:96:59:4E:F2,CentOS 7,8,Marketing,Mail Server
SRV-KOU-0835,192.168.52.223,F2:E4:12:E6:A8:C4,CentOS 7,8,Dirección,Mail Server
SRV-NAG-0836,192.168.1.206,8A:83:D6:6C:59:63,Windows Server 2022,64,Logística,Proxy
SRV-WFQ-0837,172.16.182.179,E6:43:22:5C:DD:DD,Debian 11,64,Dirección,DB Server
SRV-YDZ-0838,10.170.195.203,CE:39:D9:49:87:9A,Red Hat 8,64,Finanzas,Proxy
SRV-CDC-0839,192.168.23.28,46:09:F1:2F:B9:5D,Ubuntu 20.04 LTS,16,Marketing,DNS
SRV-DPM-0840,192.168.124.211,1C:38:AC:E5:FC:18,CentOS 7,8,Logística,Backup
SRV-HTH-0841,192.168.250.3,00:59:BC:7E:83:93,Ubuntu 20.04 LTS,64,RRHH,Web Server
SRV-UPJ-0842,192.168.65.80,CC:AF:38:8D:5D:CC,Red Hat 8,64,Logística,Proxy
SRV-PXS-0843,10.42.156.83,A6:C7:54:CB:44:21,Red Hat 8,64,Operaciones,Backup
SRV-IPH-0844,172.22.141.10,9A:59:2B:3B:7B:FE,Windows Server 2022,2,Dirección,DB Server
SRV-KWG-0845,192.168.115.145,14:1A:4D:5A:82:FB,CentOS 7,8,Finanzas,Proxy
SRV-WSM-0846,172.23.246.189,78:3C:BD:FB:D8:99,Red Hat 8,8,Finanzas,Mail Server
SRV-YTQ-0847,10.7.198.26,7A:F8:52:04:C7:F5,Ubuntu 22.04 LTS,8,Operaciones,Web Server
SRV-PMK-0848,10.3.118.52,F2:2E:00:32:C4:44,CentOS 7,4,Operaciones,Mail Server
SRV-DHN-0849,10.225.228.24,36:A3:F4:66:24:49,Ubuntu 22.04 LTS,32,IT,Mail Server
SRV-WQC-0850,10.75.58.128,58:F9:56:9E:CD:A9,Ubuntu 20.04 LTS,4,Finanzas,Web Server
SRV-SMA-0851,192.168.52.218,08:F0:40:CB:FD:82,CentOS 7,32,RRHH,Proxy
SRV-WSV-0852,10.92.143.14,C8:4E:5A:A6:68:CE,Windows Server 2022,8,Dirección,Web Server
SRV-IGB-0853,172.30.5.203,2C:BE:AF:72:A5:E6,Debian 11,2,Marketing,DB Server
SRV-GQE-0854,172.31.73.27,E0:29:50:5B:A5:A0,Ubuntu 22.04 LTS,8,Operaciones,Proxy
SRV-WOC-0855,172.26.141.13,12:FB:C2:D9:E5:83,Windows Server 2022,64,Logística,Mail Server
SRV-GZH-0856,10.197.0.73,EC:9C:D6:36:CD:5E,Windows Server 2022,4,Dirección,Proxy
SRV-YYK-0857,192.168.236.148,90:AD:96:73:37:DE,Red Hat 8,64,Logística,DB Server
SRV-BHC-0858,172.28.154.37,CA:ED:6C:E7:28:2F,Debian 11,8,IT,File Server
SRV-HHN-0859,172.27.218.188,82:03:2F:E6:82:45,CentOS 7,16,Dirección,DNS
SRV-ZZA-0860,10.14.236.20,26:FC:A8:56:E1:BC,Windows Server 2022,16,Logística,Mail Server
SRV-WWO-0861,10.161.9.227,B6:88:9F:C7:99:BD,CentOS 7,2,RRHH,Mail Server
SRV-OMM-0862,10.150.238.96,B2:CB:01:D7:77:DC,Red Hat 8,16,Dirección,Web Server
SRV-EBM-0863,10.191.145.30,04:F1:B4:3E:1C:91,Red Hat 8,64,Logística,File Server
SRV-CAH-0864,172.20.254.234,84:B5:34:C0:F9:98,Windows Server 2019,4,IT,DNS
SRV-GGT-0865,10.150.24.119,8A:0C:CF:35:07:5B,Ubuntu 20.04 LTS,4,Operaciones,Web Server
SRV-RIT-0866,192.168.161.187,DC:64:47:AF:FA:4C,Ubuntu 20.04 LTS,64,Finanzas,Backup
SRV-ZQG-0867,192.168.180.174,62:F5:0D:8F:51:B5,Ubuntu 22.04 LTS,2,Finanzas,Mail Server
SRV-NCM-0868,192.168.99.55,9C:33:63:16:80:27,Debian 11,8,Dirección,Web Server
SRV-AWD-0869,172.29.167.235,54:E4:3F:7B:DA:3B,Windows Server 2022,64,Logística,Mail Server
SRV-FNL-0870,172.23.79.112,3E:81:0E:F4:AC:7D,Windows Server 2022,8,Dirección,Proxy
SRV-SSU-0871,10.222.197.107,74:4A:EB:22:5F:56,Ubuntu 22.04 LTS,4,Logística,DB Server
SRV-COM-0872,192.168.207.172,B8:33:2D:65:7F:AD,Ubuntu 22.04 LTS,8,Logística,DNS
SRV-MOJ-0873,172.16.152.67,4C:B6:7C:C1:8A:09,CentOS 7,2,Logística,File Server
SRV-DWG-0874,192.168.71.86,B8:A0:A3:4C:25:FC,CentOS 7,8,RRHH,Mail Server
SRV-SCD-0875,192.168.219.75,9A:C7:54:1C:AE:7A,Red Hat 8,2,Operaciones,File Server
SRV-ABI-0876,10.101.240.68,0A:5B:70:98:7F:A0,CentOS 7,32,Operaciones,Web Server
SRV-MCO-0877,192.168.207.136,CE:D4:FB:C9:BB:3B,Windows Server 2022,8,IT,Mail Server
SRV-DJK-0878,192.168.249.160,D8:16:1B:DE:EA:34,Debian 11,2,Dirección,File Server
SRV-BMG-0879,172.23.244.124,8E:65:64:40:E7:83,CentOS 7,2,IT,Proxy
SRV-QIJ-0880,192.168.115.31,88:41:BF:A6:A6:70,Windows Server 2019,32,Dirección,Web Server
SRV-AJD-0881,10.187.33.111,D0:D6:BC:35:4D:01,Ubuntu 22.04 LTS,32,Finanzas,Proxy
SRV-SHX-0882,192.168.140.49,4E:FB:70:EB:13:DA,CentOS 7,16,Operaciones,DNS
SRV-NMZ-0883,172.30.12.123,0E:D8:F0:DD:76:7F,Debian 11,8,Dirección,Proxy
SRV-WZV-0884,172.25.55.184,6E:CD:7A:52:59:6B,CentOS 7,4,Finanzas,Mail Server
SRV-FCP-0885,192.168.32.46,E6:F7:4C:31:F7:56,Debian 11,32,Finanzas,Backup
SRV-MYA-0886,10.39.145.16,12:3F:BB:D9:41:AC,Debian 11,8,Dirección,Mail Server
SRV-YKQ-0887,10.244.118.201,60:C5:E8:0D:A1:52,CentOS 7,32,Finanzas,File Server
SRV-MQM-0888,192.168.237.229,BC:7A:DA:A8:8A:1B,Ubuntu 20.04 LTS,2,Operaciones,Backup
SRV-LLH-0889,10.129.200.199,C2:36:FF:BA:00:1F,Red Hat 8,4,Operaciones,Proxy
SRV-GLP-0890,10.211.93.136,44:9E:10:FD:A9:D6,Windows Server 2022,4,RRHH,Proxy
SRV-FRW-0891,10.148.34.118,78:30:35:90:C1:1B,Debian 11,64,IT,DB Server
SRV-JYS-0892,10.34.163.4,0C:1D:39:92:28:BA,Debian 11,16,Marketing,Web Server
SRV-RIR-0893,172.29.22.247,B0:B6:2B:2C:4F:67,Ubuntu 22.04 LTS,4,Logística,File Server
SRV-JNP-0894,192.168.72.147,48:AF:AE:FA:1B:31,Ubuntu 22.04 LTS,4,RRHH,Backup
SRV-DKG-0895,192.168.179.116,90:32:73:83:42:23,Ubuntu 20.04 LTS,8,RRHH,Web Server
SRV-CCM-0896,10.56.148.45,DE:9C:00:60:B7:D0,Debian 11,2,Operaciones,DB Server
SRV-YOQ-0897,172.26.105.55,38:05:D4:99:54:B8,Windows Server 2022,4,RRHH,DB Server
SRV-DRZ-0898,172.29.139.211,6E:FC:D1:41:EF:00,Windows Server 2022,4,Operaciones,File Server
SRV-TGH-0899,10.192.202.245,BC:CD:D7:DC:C7:E7,Red Hat 8,8,Dirección,Backup
SRV-UUI-0900,10.119.208.128,3C:6E:D1:15:46:6A,Ubuntu 22.04 LTS,4,RRHH,Mail Server
SRV-ZIG-0901,172.16.107.12,96:3C:85:8D:85:A5,Windows Server 2022,8,RRHH,Mail Server
SRV-BMV-0902,172.26.32.142,04:23:69:F8:F1:9B,CentOS 7,64,Finanzas,Mail Server
SRV-VHT-0903,192.168.15.62,C4:B2:96:3F:E6:BE,Ubuntu 20.04 LTS,16,Marketing,Mail Server
SRV-UFE-0904,172.17.150.136,B8:2A:D0:8C:79:DE,Debian 11,16,Marketing,Web Server
SRV-ADJ-0905,10.209.73.252,26:7B:9D:05:C5:C4,Red Hat 8,4,IT,File Server
SRV-BOP-0906,192.168.90.7,88:74:39:22:62:38,Windows Server 2019,4,Operaciones,Web Server
SRV-FVH-0907,172.16.2.16,56:DD:04:6C:F0:8C,Debian 11,32,Finanzas,File Server
SRV-XAY-0908,192.168.52.188,EE:AD:BE:72:2D:66,Windows Server 2019,2,Operaciones,Proxy
SRV-JGH-0909,10.132.17.176,FC:F1:D2:DB:21:B7,Windows Server 2022,8,RRHH,Backup
SRV-LIL-0910,172.20.176.19,FC:24:85:B1:D0:2C,Windows Server 2022,16,Finanzas,Backup
SRV-XUD-0911,10.86.40.3,56:7D:DC:EE:53:98,Ubuntu 22.04 LTS,32,Logística,Proxy
SRV-QHH-0912,172.28.223.137,40:F1:7D:9A:EE:4F,Windows Server 2019,64,Operaciones,Web Server
SRV-DYB-0913,172.25.98.115,BE:E3:DF:CB:11:CC,Debian 11,2,Finanzas,Web Server
SRV-BHO-0914,192.168.224.2,AA:56:DC:42:71:58,Ubuntu 22.04 LTS,4,Dirección,Web Server
SRV-FUW-0915,172.29.11.46,80:F2:C2:F8:4E:BF,Ubuntu 20.04 LTS,16,Operaciones,Proxy
SRV-ITF-0916,10.17.116.58,10:FE:57:89:F6:87,Windows Server 2022,32,Operaciones,DNS
SRV-KDT-0917,172.24.69.120,EA:E6:76:8E:98:49,Debian 11,32,IT,Mail Server
SRV-JTL-0918,192.168.26.88,52:90:EA:99:BC:2A,Red Hat 8,64,Finanzas,Proxy
SRV-GZR-0919,172.30.210.190,72:09:70:6D:F4:6F,Ubuntu 20.04 LTS,32,Marketing,Web Server
SRV-OAW-0920,172.30.244.101,36:DD:ED:0B:B3:5B,CentOS 7,4,Logística,Mail Server
SRV-BFX-0921,192.168.207.151,F2:2D:56:E0:66:77,Windows Server 2022,2,Operaciones,Backup
SRV-FQA-0922,10.198.35.32,CC:99:1A:6C:F5:67,Debian 11,8,Dirección,Mail Server
SRV-KUE-0923,172.26.27.213,54:62:25:3E:BF:B7,Windows Server 2022,16,Marketing,Proxy
SRV-VJM-0924,172.16.13.30,64:BE:22:3A:5A:4E,Debian 11,2,Dirección,Mail Server
SRV-BCV-0925,192.168.13.125,3E:65:07:75:98:63,Debian 11,8,Dirección,File Server
SRV-DIR-0926,192.168.195.255,2A:20:A0:F0:75:3C,CentOS 7,64,Operaciones,Mail Server
SRV-DMN-0927,192.168.96.225,A6:4F:5B:30:AE:12,Windows Server 2019,4,Finanzas,Web Server
SRV-KOK-0928,172.30.17.252,D6:AD:63:FA:A9:5F,CentOS 7,16,Operaciones,Proxy
SRV-DPQ-0929,192.168.229.238,F4:BF:F0:CF:29:90,Windows Server 2019,64,Marketing,DB Server
SRV-JYA-0930,172.18.149.127,D8:D0:18:4E:02:7A,Ubuntu 20.04 LTS,32,Logística,DB Server
SRV-ZIT-0931,192.168.162.68,42:13:AB:45:EE:7E,Ubuntu 22.04 LTS,32,IT,Web Server
SRV-TTP-0932,192.168.125.223,28:56:A6:72:DE:22,CentOS 7,16,Dirección,Proxy
SRV-JYZ-0933,172.31.11.253,CA:86:B0:07:69:71,Windows Server 2022,2,Dirección,DNS
SRV-NUT-0934,192.168.9.200,04:30:C1:C6:83:18,Windows Server 2019,16,Logística,Proxy
SRV-XOE-0935,10.226.12.253,88:1B:01:39:9D:93,Ubuntu 22.04 LTS,32,Marketing,Backup
SRV-TYQ-0936,172.23.91.202,EA:67:8C:7C:0A:13,Ubuntu 20.04 LTS,4,Operaciones,Proxy
SRV-PMB-0937,10.76.176.166,F4:A3:77:B1:7D:B2,Windows Server 2019,32,Operaciones,File Server
SRV-WOM-0938,10.197.92.137,80:BE:0D:51:7C:EB,Windows Server 2022,8,Dirección,File Server
SRV-MKT-0939,192.168.104.104,5E:4A:ED:BA:0D:FD,Red Hat 8,2,Finanzas,DB Server
SRV-JEB-0940,10.59.198.147,98:D0:98:82:D8:04,Windows Server 2019,16,Finanzas,Web Server
SRV-GIX-0941,10.108.186.144,AE:94:17:84:56:C6,Ubuntu 20.04 LTS,4,IT,DNS
SRV-QFO-0942,10.240.90.196,A2:A6:E1:F8:EC:56,Ubuntu 20.04 LTS,32,Logística,Proxy
SRV-YZR-0943,10.158.224.18,28:F8:0D:79:56:CF,Windows Server 2022,2,Logística,Web Server
SRV-UPA-0944,192.168.251.103,56:E0:A8:2B:DA:24,Debian 11,64,Operaciones,DNS
SRV-WQU-0945,172.28.225.29,8E:47:E3:AA:53:E3,Ubuntu 22.04 LTS,8,RRHH,DNS
SRV-ERG-0946,10.116.44.9,16:CB:82:AA:43:9C,Ubuntu 20.04 LTS,8,Logística,DNS
SRV-ECG-0947,172.31.179.180,2E:52:CD:5D:F3:9A,Windows Server 2022,16,Finanzas,Web Server
SRV-TWA-0948,172.27.107.17,16:AE:2B:EC:0D:41,Ubuntu 20.04 LTS,16,RRHH,File Server
SRV-IGE-0949,192.168.64.69,10:9D:82:B5:BA:5C,CentOS 7,32,RRHH,Proxy
SRV-CIB-0950,192.168.188.190,58:F9:69:E4:67:DE,Ubuntu 22.04 LTS,8,RRHH,DB Server
SRV-XZC-0951,10.41.82.55,72:95:74:95:9A:70,Ubuntu 20.04 LTS,4,RRHH,Backup
SRV-ZYS-0952,192.168.161.164,84:15:DC:B1:52:B8,Ubuntu 20.04 LTS,2,Dirección,File Server
SRV-JKK-0953,172.20.126.64,BA:BD:8B:F6:CE:AB,CentOS 7,32,IT,DNS
SRV-GIJ-0954,10.186.56.83,52:94:EE:7E:E9:0C,Debian 11,32,RRHH,DNS
SRV-XYS-0955,192.168.46.46,30:8B:8F:8E:96:69,Windows Server 2019,64,RRHH,Proxy
SRV-EGS-0956,10.116.190.146,C8:39:53:D5:1B:33,Ubuntu 22.04 LTS,8,Dirección,Web Server
SRV-ORI-0957,172.19.23.168,A0:84:71:07:D9:51,Windows Server 2019,32,Dirección,Proxy
SRV-WUI-0958,172.29.180.67,84:01:47:CC:66:23,Windows Server 2022,16,Logística,Mail Server
SRV-CPH-0959,192.168.62.146,0A:03:BF:01:00:0B,Red Hat 8,16,IT,Proxy
SRV-UJA-0960,192.168.63.37,8E:30:B4:73:D8:03,CentOS 7,4,Finanzas,File Server
SRV-ZHR-0961,192.168.228.148,2C:3D:1E:01:B8:61,Windows Server 2022,64,Operaciones,Proxy
SRV-ZXY-0962,192.168.71.77,A4:7E:0B:15:56:C9,Windows Server 2022,2,Dirección,Backup
SRV-XKO-0963,10.157.41.186,1E:B7:78:3A:CC:13,Debian 11,64,Dirección,Mail Server
SRV-ZJH-0964,10.189.159.197,C2:39:70:72:20:CC,Debian 11,4,Dirección,File Server
SRV-SRZ-0965,10.96.64.193,AC:AD:49:5B:D5:2D,Windows Server 2019,8,Dirección,Proxy
SRV-NGN-0966,10.185.104.106,7A:99:A1:ED:AC:A1,Ubuntu 22.04 LTS,2,Finanzas,DB Server
SRV-ODI-0967,10.124.95.121,1A:9C:4B:50:0C:8B,Debian 11,32,Logística,File Server
SRV-STI-0968,172.18.166.241,80:D4:2B:4C:21:7C,CentOS 7,16,Logística,Proxy
SRV-RJT-0969,10.92.155.35,C4:DB:20:41:25:70,Windows Server 2022,8,Operaciones,File Server
SRV-EXZ-0970,192.168.167.79,F4:42:09:67:10:06,Windows Server 2022,64,Dirección,Web Server
SRV-SAF-0971,10.161.42.137,66:A7:CD:DC:8B:21,Debian 11,2,Dirección,Backup
SRV-DPN-0972,192.168.183.217,2C:29:8F:B2:E6:AC,Red Hat 8,2,Marketing,Proxy
SRV-AZF-0973,192.168.252.34,9A:57:B5:15:8F:85,CentOS 7,64,Finanzas,DB Server
SRV-NWL-0974,172.23.189.253,E0:E2:D7:AC:05:DF,Debian 11,4,Finanzas,Mail Server
SRV-MDP-0975,10.154.13.41,58:46:AB:12:B0:36,Ubuntu 22.04 LTS,64,Logística,DNS
SRV-KKR-0976,192.168.231.177,A4:BA:28:73:08:40,Ubuntu 22.04 LTS,4,Logística,DB Server
SRV-VWJ-0977,172.16.25.232,3A:43:2F:21:FB:97,Windows Server 2019,8,IT,DNS
SRV-ZCC-0978,10.40.162.37,6C:F0:AE:36:4C:C1,Windows Server 2022,4,Operaciones,Backup
SRV-YFM-0979,10.232.198.170,CC:1B:89:6D:78:0C,Windows Server 2022,4,Dirección,Backup
SRV-TDF-0980,172.28.220.92,DA:78:C2:10:59:61,Ubuntu 20.04 LTS,2,Marketing,Mail Server
SRV-BZM-0981,172.22.73.95,46:0A:32:09:5A:82,Windows Server 2022,16,Logística,File Server
SRV-ROW-0982,10.202.124.2,2C:25:A9:57:1E:1C,Windows Server 2022,8,Marketing,File Server
SRV-DWR-0983,192.168.80.172,2C:E4:70:2F:F6:F4,Windows Server 2019,32,RRHH,DNS
SRV-ZCA-0984,10.203.204.190,9E:B6:C9:FF:C0:B5,Ubuntu 20.04 LTS,8,Operaciones,DNS
SRV-VDS-0985,172.17.88.123,2A:80:AD:0B:62:46,Ubuntu 22.04 LTS,64,IT,Backup
SRV-TPY-0986,10.94.76.124,1C:C4:41:DC:EB:08,Windows Server 2019,32,Finanzas,Mail Server
SRV-NON-0987,192.168.136.126,9A:80:9D:9D:5C:2C,Red Hat 8,4,Marketing,Backup
SRV-DMS-0988,10.126.129.182,86:76:10:17:A1:9C,CentOS 7,4,IT,DB Server
SRV-VTQ-0989,10.111.232.73,4C:A2:1F:82:B0:B6,Ubuntu 22.04 LTS,4,Marketing,DNS
SRV-HFF-0990,192.168.236.146,40:46:CF:87:3D:C4,Windows Server 2019,8,IT,DB Server
